UID,CONTINENT,REGION_WB,WB_NAME,FORMAL_EN,NAME_EN,INCOME_GRP,cropland_area,cum_2030,cum_2040,cum_2050,cum_2060,cum_2075,cum_2080,cum_2100,25_50,50_75,75_100,30_40,40_50,50_60
12,Africa,Sub-Saharan Africa,Ethiopia,Federal Democratic Republic of Ethiopia,Ethiopia,5. Low income,13.232236126114623,0.0,285847.38558421406,27502138.72175508,144808645.31607965,457351396.84803444,564544166.4421147,993315244.8184358,2750.213872175508,42984.92581262794,53596.38479704013,28.584738558421407,2721.6291336170866,11730.650659432456
13,Africa,Sub-Saharan Africa,South Sudan,Republic of South Sudan,South Sudan,5. Low income,0.3087911650817516,0.0,2551.722334076777,245508.00584637478,1292687.89240537,4082716.2769852183,5039612.15226401,8867195.653379176,24.55080058463748,383.72082711388435,478.4479376393957,0.2551722334076777,24.2956283512298,104.71798865589952
14,Africa,Sub-Saharan Africa,Somalia,Federal Republic of Somalia,Somalia,5. Low income,0.9639361721468019,0.0,2451.1966717691266,235836.16398491827,1241762.1687066173,3921876.771731347,4841075.52364477,8517870.531298459,23.583616398491827,368.6040607746429,459.5993759567112,0.24511966717691266,23.338496731314912,100.5926004721699
15,Africa,Sub-Saharan Africa,Kenya,Republic of Kenya,Kenya,5. Low income,4.735557194583501,0.0,68213.07874661729,6562962.087245601,34556354.279569164,109139871.20892969,134719775.73891118,237039393.8588371,656.2962087245601,10257.69091216841,12789.952264990741,6.821307874661729,649.4749008498984,2799.3392192323563
17,Africa,Sub-Saharan Africa,Malawi,Republic of Malawi,Malawi,5. Low income,1.9658091826841901,0.0,37478.22578698561,3605879.978689785,18986254.129879523,59964581.72962381,74018916.39974341,130236255.08022183,360.5879978689785,5635.870175093402,7027.167335059802,3.7478225786985613,356.84017529027994,1538.0374151189737
18,Africa,Sub-Saharan Africa,Tanzania,United Republic of Tanzania,Tanzania,5. Low income,12.705412206454069,0.0,117156.69070843505,11271957.423923604,59350907.256086245,187448893.52787197,231382652.5435351,407117688.6061877,1127.1957423923604,17617.693610394836,21966.879507831574,11.715669070843505,1115.480073321517,4807.894983216264
78,Africa,Sub-Saharan Africa,Zambia,Republic of Zambia,Zambia,4. Lower middle income,3.4010544603352044,0.0,61991.59688199527,5964376.737423295,31404587.266436737,99185596.42893067,122432445.2596789,215419840.5826718,596.4376737423295,9322.121969150738,11623.424415374113,6.199159688199527,590.2385140541301,2544.021052901344
85,Africa,Sub-Saharan Africa,Eritrea,State of Eritrea,Eritrea,5. Low income,0.24762511072005755,0.0,1148.6848711567234,110518.0325843015,581917.1644593369,1837878.0316217262,2268634.8583054976,3991662.1650405824,11.05180325843015,172.73599990374248,215.37841334188562,0.11486848711567234,10.936934771314478,47.13991318750354
104,Africa,Sub-Saharan Africa,Zimbabwe,Republic of Zimbabwe,Zimbabwe,5. Low income,4.986351145003578,0.0,30814.704980430204,2964764.884274492,15610552.725227293,49303051.47782374,60858565.84548506,107080623.31613037,296.4764884274492,4633.828659354926,5777.757183830663,3.0814704980430205,293.3950179294062,1264.57878409528
118,Africa,Sub-Saharan Africa,Mozambique,Republic of Mozambique,Mozambique,5. Low income,3.328726785118984,0.0,94492.17559496377,9091344.026190206,47869193.950855866,151186019.80998158,186620585.65809298,328358849.05053866,909.1344026190206,14209.467578379137,17717.282924055708,9.449217559496377,899.6851850595243,3877.784992466566
